father_id,mother_id,ebv
US00000000795,GB00000031336,1607.0
US00000000795,US00000042242,1606.5500000000002
US00000000795,GB00000008667,1606.5
US00000000795,DE00000024528,1606.2
US00000000795,RU00000038503,1605.9
US00000000795,GB00000004896,1605.5500000000002
US00000000795,NL00000036951,1605.35
US00000000795,GB00000041777,1605.3000000000002
US00000000795,RU00000013799,1604.95
US00000000795,NL00000038447,1604.8000000000002
US00000000795,US00000030690,1604.5500000000002
US00000000795,GB00000024547,1604.1
US00000000795,FR00000011860,1603.15
US00000000795,US00000050095,1602.9
US00000000795,US00000044508,1602.85
US00000000795,GB00000026950,1602.75
US00000000795,FR00000028232,1602.0
US00000000795,NL00000024808,1601.8000000000002
US00000000795,FR00000046842,1601.6
US00000000795,GB00000038491,1601.6
US00000000795,FR00000030472,1601.5
US00000000795,DE00000018488,1601.45
US00000000795,RU00000028512,1601.4
US00000000795,DE00000032226,1601.35
US00000000795,RU00000035047,1601.0
US00000000795,RU00000031964,1600.6
US00000000795,FR00000052823,1600.5500000000002
US00000000795,DE00000067375,1600.45
US00000000795,DE00000007693,1599.5500000000002
US00000000795,US00000038474,1599.4
US00000000795,DE00000048286,1598.15
US00000000795,US00000004969,1598.1
US00000000795,NL00000081403,1597.35
US00000000795,RU00000023593,1597.3000000000002
US00000000795,US00000050065,1596.9
US00000000795,FR00000021240,1596.85
US00000000795,NL00000034760,1596.1
US00000000795,FR00000027028,1596.1
US00000000795,US00000021256,1595.9
US00000000795,DE00000037385,1595.8000000000002
US00000000795,GB00000044290,1595.4
US00000000795,FR00000050044,1595.3000000000002
US00000000795,FR00000013566,1594.85
US00000000795,NL00000034704,1594.3000000000002
US00000000795,DE00000043574,1594.3000000000002
US00000000795,DE00000038680,1594.2
US00000000795,DE00000024276,1593.6
US00000000795,RU00000040890,1593.5500000000002
US00000000795,DE00000047993,1592.6
US00000000795,GB00000026911,1592.5
US00000000795,GB00000012206,1591.9
US00000000795,US00000026870,1591.4
US00000000795,RU00000046862,1591.3000000000002
US00000000795,GB00000015377,1591.2
US00000000795,RU00000050269,1591.2
US00000000795,GB00000046828,1590.85
US00000000795,RU00000003115,1590.45
US00000000795,FR00000007604,1590.35
US00000000795,NL00000048894,1590.15
US00000000795,RU00000024883,1589.45
US00000000795,DE00000018880,1589.1
US00000000795,GB00000004163,1589.0
US00000000795,NL00000017696,1588.9
US00000000795,DE00000006928,1588.9
US00000000795,RU00000012205,1588.6
US00000000795,DE00000013748,1588.5
US00000000795,NL00000010944,1588.35
US00000000795,DE00000031414,1587.9
US00000000795,RU00000021983,1587.75
US00000000795,FR00000031767,1587.45
US00000000795,US00000030612,1586.95
US00000000795,DE00000046061,1586.9
US00000000795,NL00000040855,1586.85
US00000000795,US00000027576,1586.7
US00000000795,GB00000026963,1586.65
US00000000795,US00000027945,1586.5
US00000000795,GB00000018776,1586.5
US00000000795,DE00000028713,1585.4
US00000000795,FR00000016300,1585.2
US00000000795,US00000030611,1585.1
US00000000795,DE00000041437,1585.0500000000002
US00000000795,NL00000048764,1584.75
US00000000795,GB00000025898,1584.45
US00000000795,FR00000016578,1584.35
US00000000795,RU00000035935,1583.95
US00000000795,NL00000013604,1583.7
US00000000795,DE00000026852,1583.65
US00000000795,GB00000035415,1583.65
US00000000795,DE00000010412,1583.4
US00000000795,FR00000005725,1582.9
US00000000795,RU00000026929,1582.4
US00000000795,RU00000026938,1581.65
US00000000795,RU00000038877,1581.3000000000002
US00000000795,RU00000007948,1580.75
US00000000795,RU00000017500,1579.95
US00000000795,GB00000015059,1579.0500000000002
US00000000795,NL00000062258,1579.0500000000002
US00000000795,RU00000043739,1578.95
US00000000795,US00000004511,1578.25
US00000000795,DE00000050000,1577.35
US00000000795,US00000021866,1577.2
US00000000795,NL00000018441,1577.2
US00000000795,GB00000035790,1576.85
US00000000795,US00000009322,1576.8000000000002
US00000000795,RU00000015480,1576.65
US00000000795,US00000011506,1576.3000000000002
US00000000795,NL00000021978,1575.75
US00000000795,NL00000039423,1575.7
US00000000795,RU00000011816,1575.4
US00000000795,RU00000025926,1575.1
US00000000795,US00000040901,1575.0500000000002
US00000000795,US00000017599,1574.25
US00000000795,NL00000009713,1574.2
US00000000795,FR00000017943,1574.1
US00000000795,US00000027030,1574.0
US00000000795,NL00000075328,1573.6
US00000000795,RU00000039926,1573.2
US00000000795,DE00000072670,1573.15
US00000000795,DE00000006930,1572.5
US00000000795,DE00000027069,1572.5
US00000000795,RU00000027689,1572.4
US00000000795,GB00000027399,1572.0500000000002
US00000000795,DE00000005155,1571.65
US00000000795,DE00000049986,1571.5
US00000000795,DE00000026952,1570.25
US00000000795,US00000018665,1570.1
US00000000795,GB00000032608,1569.75
US00000000795,FR00000022552,1569.75
US00000000795,DE00000050019,1568.8000000000002
US00000000795,FR00000024678,1567.9
US00000000795,DE00000047777,1567.75
US00000000795,GB00000008216,1567.65
US00000000795,NL00000043918,1567.6
US00000000795,DE00000013669,1567.0
US00000000795,US00000049327,1567.0
US00000000795,RU00000042272,1566.7
US00000000795,GB00000030977,1566.0
US00000000795,RU00000009778,1565.3000000000002
US00000000795,DE00000047107,1564.45
US00000000795,DE00000046914,1564.0500000000002
US00000000795,FR00000037813,1563.85
US00000000795,DE00000005982,1563.3000000000002
US00000000795,FR00000018108,1563.25
US00000000795,GB00000029664,1563.15
US00000000795,DE00000026980,1563.15
US00000000795,DE00000046457,1562.8000000000002
US00000000795,DE00000035463,1562.8000000000002
US00000000795,RU00000004264,1562.65
US00000000795,US00000050110,1562.5500000000002
US00000000795,DE00000038477,1561.9
US00000000795,RU00000012529,1561.7
US00000000795,FR00000023638,1561.7
US00000000795,DE00000043978,1561.3000000000002
US00000000795,US00000046965,1560.95
US00000000795,GB00000026954,1560.5500000000002
US00000000795,US00000049533,1560.5
US00000000795,RU00000008481,1560.45
US00000000795,NL00000031169,1560.3000000000002
US00000000795,US00000008747,1560.25
US00000000795,US00000030596,1559.75
US00000000795,NL00000005801,1559.5
US00000000795,GB00000028977,1558.6
US00000000795,US00000062300,1558.45
US00000000795,FR00000014214,1558.35
US00000000795,RU00000049441,1558.2
US00000000795,GB00000031015,1558.2
US00000000795,DE00000050140,1557.95
US00000000795,NL00000041457,1557.85
US00000000795,NL00000030783,1557.75
US00000000795,DE00000008378,1556.9
US00000000795,DE00000027032,1556.5
US00000000795,FR00000018415,1556.25
US00000000795,FR00000020802,1556.15
US00000000795,NL00000009602,1555.85
US00000000795,NL00000024968,1555.5500000000002
US00000000795,US00000018028,1555.35
US00000000795,US00000013787,1555.3000000000002
US00000000795,GB00000005058,1555.25
US00000000795,GB00000014317,1554.75
US00000000795,RU00000014162,1554.75
US00000000795,US00000043845,1554.1
US00000000795,RU00000018546,1553.85
US00000000795,GB00000030675,1553.85
US00000000795,RU00000020343,1553.65
US00000000795,NL00000009290,1553.5500000000002
US00000000795,US00000023869,1553.45
US00000000795,US00000052609,1552.9
US00000000795,DE00000027053,1552.85
US00000000795,US00000040398,1552.85
US00000000795,NL00000021083,1552.65
US00000000795,FR00000006450,1552.3000000000002
US00000000795,RU00000032892,1552.2
US00000000795,DE00000039514,1552.1
US00000000795,US00000073006,1551.8000000000002
US00000000795,DE00000012367,1551.8000000000002
US00000000795,FR00000013230,1551.75
US00000000795,RU00000029989,1551.65
US00000000795,US00000044203,1551.5500000000002
US00000000795,GB00000028127,1551.5500000000002
US00000000795,GB00000026755,1551.35
US00000000795,DE00000027907,1549.8000000000002
US00000000795,DE00000047469,1549.65
US00000000795,GB00000021730,1549.45
US00000000795,GB00000032105,1549.1
US00000000795,NL00000022691,1549.0500000000002
US00000000795,DE00000028392,1548.95
US00000000795,DE00000026599,1548.8000000000002
US00000000795,US00000016766,1548.7
US00000000795,RU00000027333,1548.5500000000002
US00000000795,US00000048821,1548.25
US00000000795,GB00000006655,1548.0500000000002
US00000000795,GB00000042955,1547.8000000000002
US00000000795,GB00000029446,1547.5500000000002
US00000000795,FR00000009551,1547.45
US00000000795,RU00000049278,1547.45
US00000000795,FR00000025711,1547.45
US00000000795,FR00000023956,1546.8000000000002
US00000000795,US00000042239,1546.25
US00000000795,RU00000051679,1546.15
US00000000795,FR00000009890,1545.95
US00000000795,RU00000015394,1545.5
US00000000795,NL00000068303,1545.3000000000002
US00000000795,DE00000037283,1545.1
US00000000795,FR00000031841,1545.0500000000002
US00000000795,DE00000020051,1545.0
US00000000795,GB00000010235,1544.95
US00000000795,NL00000049652,1544.7
US00000000795,US00000005418,1544.6
US00000000795,US00000029985,1544.5
US00000000795,DE00000034873,1544.25
US00000000795,GB00000024802,1544.2
US00000000795,FR00000013536,1544.0500000000002
US00000000795,FR00000045629,1543.6
US00000000795,GB00000007959,1543.5
US00000000795,RU00000033170,1543.25
US00000000795,FR00000049951,1542.5
US00000000795,DE00000045941,1542.1
US00000000795,GB00000008190,1542.1
US00000000795,FR00000011350,1541.7
US00000000795,NL00000090301,1541.65
US00000000795,DE00000030861,1541.5500000000002
US00000000795,FR00000010477,1541.5500000000002
US00000000795,NL00000037545,1541.35
US00000000795,RU00000012864,1541.2
US00000000795,DE00000042590,1541.15
US00000000795,GB00000028968,1541.0500000000002
US00000000795,RU00000038850,1540.75
US00000000795,GB00000029679,1540.7
US00000000795,US00000026514,1540.7
US00000000795,FR00000052648,1540.65
US00000000795,GB00000050132,1540.5500000000002
US00000000795,NL00000021169,1540.5500000000002
US00000000795,FR00000009450,1540.5
US00000000795,DE00000037183,1540.0
US00000000795,GB00000011569,1539.75
US00000000795,RU00000044951,1539.65
US00000000795,GB00000005223,1539.3000000000002
US00000000795,DE00000015356,1539.2
US00000000795,GB00000029973,1539.0
US00000000795,GB00000010272,1538.4
US00000000795,US00000035237,1538.1
US00000000795,DE00000045408,1538.0
US00000000795,NL00000005761,1537.7
US00000000795,US00000028480,1537.45
US00000000795,NL00000020176,1537.4
US00000000795,US00000045574,1537.25
US00000000795,US00000027100,1537.0
US00000000795,FR00000031995,1536.7
US00000000795,NL00000037090,1536.6
US00000000795,FR00000062134,1535.75
US00000000795,US00000015645,1535.7
US00000000795,FR00000012042,1535.7
US00000000795,NL00000022333,1535.25
US00000000795,RU00000026940,1534.9
US00000000795,DE00000022175,1534.75
US00000000795,US00000008451,1534.65
US00000000795,GB00000020396,1534.6
US00000000795,RU00000011814,1534.25
US00000000795,GB00000016757,1534.0500000000002
US00000000795,NL00000029868,1533.8000000000002
US00000000795,RU00000022676,1533.5
US00000000795,US00000004789,1533.45
US00000000795,RU00000024785,1533.4
US00000000795,FR00000026949,1533.3000000000002
US00000000795,US00000040783,1533.2
US00000000795,NL00000036108,1533.15
US00000000795,FR00000014373,1533.1
US00000000795,RU00000038595,1533.0
US00000000795,NL00000043448,1532.5
US00000000795,DE00000026997,1532.25
US00000000795,US00000027323,1532.0500000000002
US00000000795,DE00000046623,1531.8000000000002
US00000000795,GB00000027085,1531.8000000000002
US00000000795,US00000029478,1531.35
US00000000795,US00000003024,1531.3000000000002
US00000000795,DE00000020895,1531.25
US00000000795,FR00000016037,1531.0500000000002
US00000000795,NL00000015338,1530.9
US00000000795,GB00000044069,1530.85
US00000000795,GB00000038872,1530.8000000000002
US00000000795,FR00000009358,1530.8000000000002
US00000000795,DE00000029716,1530.5500000000002
US00000000795,NL00000046122,1530.35
US00000000795,US00000018263,1530.25
US00000000795,GB00000041764,1530.15
US00000000795,NL00000050085,1530.0500000000002
US00000000795,GB00000014166,1530.0
US00000000795,US00000009860,1529.85
US00000000795,NL00000033721,1529.4
US00000000795,GB00000084540,1529.2
US00000000795,FR00000006296,1529.0
US00000000795,GB00000027875,1529.0
US00000000795,DE00000005236,1528.95
US00000000795,FR00000016552,1528.85
US00000000795,US00000011843,1528.8000000000002
US00000000795,GB00000024443,1528.75
US00000000795,US00000019575,1528.6
US00000000795,GB00000004536,1528.5500000000002
US00000000795,GB00000021554,1528.5500000000002
US00000000795,FR00000026919,1528.45
US00000000795,US00000025409,1528.25
US00000000795,US00000032624,1528.15
US00000000795,FR00000023898,1527.9
US00000000795,GB00000014325,1527.5500000000002
US00000000795,DE00000041875,1527.45
US00000000795,FR00000044555,1527.4
US00000000795,DE00000036674,1527.15
US00000000795,US00000018085,1527.0500000000002
US00000000795,GB00000035644,1527.0500000000002
US00000000795,GB00000020048,1527.0
US00000000795,US00000049996,1526.95
US00000000795,US00000019415,1526.8000000000002
US00000000795,FR00000021248,1526.75
US00000000795,US00000023911,1526.65
US00000000795,NL00000027193,1526.6
US00000000795,GB00000019811,1526.45
US00000000795,US00000023969,1526.3000000000002
US00000000795,NL00000035643,1526.25
US00000000795,GB00000014907,1526.25
US00000000795,RU00000040771,1526.25
US00000000795,FR00000020873,1525.9
US00000000795,US00000006180,1525.6
US00000000795,DE00000083274,1525.35
US00000000795,FR00000050100,1525.25
US00000000795,NL00000042968,1525.2
US00000000795,DE00000022597,1525.1
US00000000795,NL00000028727,1524.75
US00000000795,US00000028193,1524.7
US00000000795,FR00000019085,1524.7
US00000000795,FR00000021326,1524.65
US00000000795,US00000072911,1524.2
US00000000795,DE00000016448,1523.8000000000002
US00000000795,GB00000015686,1523.7
US00000000795,RU00000006509,1523.4
US00000000795,DE00000040992,1523.3000000000002
US00000000795,DE00000015436,1523.25
US00000000795,NL00000020644,1523.25
US00000000795,NL00000005859,1523.2
US00000000795,RU00000008792,1523.0
US00000000795,GB00000048342,1522.8000000000002
US00000000795,GB00000015379,1522.65
US00000000795,US00000050028,1522.5
US00000000795,GB00000015522,1522.4
US00000000795,GB00000026937,1522.35
US00000000795,DE00000038366,1522.35
US00000000795,US00000012450,1522.2
US00000000795,US00000045188,1522.2
US00000000795,RU00000009611,1522.0
US00000000795,GB00000036241,1521.9
US00000000795,NL00000008506,1521.75
US00000000795,RU00000048193,1521.7
US00000000795,US00000004829,1521.7
US00000000795,FR00000008258,1521.6
US00000000795,DE00000040559,1521.6
US00000000795,FR00000026902,1521.6
US00000000795,US00000037682,1521.4
US00000000795,RU00000035983,1521.15
US00000000795,US00000034842,1521.15
US00000000795,NL00000036595,1521.1
US00000000795,RU00000018469,1520.75
US00000000795,FR00000056019,1520.75
US00000000795,DE00000035877,1520.1
US00000000795,US00000008554,1520.0
US00000000795,DE00000014616,1519.95
US00000000795,RU00000035704,1519.75
US00000000795,FR00000013372,1519.5
US00000000795,US00000028995,1519.15
US00000000795,RU00000009444,1519.0
US00000000795,DE00000045895,1518.75
US00000000795,GB00000045862,1518.75
US00000000795,GB00000027787,1518.3000000000002
US00000000795,US00000037031,1518.25
US00000000795,FR00000038556,1518.2
US00000000795,NL00000035391,1517.8000000000002
US00000000795,FR00000026874,1517.75
US00000000795,NL00000017273,1517.75
US00000000795,US00000049850,1517.35
US00000000795,GB00000004778,1516.85
US00000000795,FR00000050051,1516.85
US00000000795,NL00000011494,1516.7
US00000000795,FR00000009054,1516.5500000000002
US00000000795,RU00000024385,1516.4
US00000000795,US00000012199,1516.25
US00000000795,RU00000042201,1516.25
US00000000795,DE00000093579,1516.2
US00000000795,RU00000032003,1516.0500000000002
US00000000795,DE00000007441,1516.0
US00000000795,RU00000050073,1515.85
US00000000795,US00000016780,1515.8000000000002
US00000000795,GB00000028243,1515.65
US00000000795,US00000045709,1515.6
US00000000795,FR00000007295,1515.5500000000002
US00000000795,RU00000019679,1515.5
US00000000795,RU00000037525,1515.4
US00000000795,DE00000040291,1515.3000000000002
US00000000795,GB00000045368,1515.3000000000002
US00000000795,FR00000019510,1515.25
US00000000795,RU00000049910,1514.85
US00000000795,RU00000040721,1514.75
US00000000795,NL00000022749,1514.7
US00000000795,US00000045960,1514.35
US00000000795,DE00000049906,1514.3000000000002
US00000000795,NL00000018648,1514.3000000000002
US00000000795,NL00000011223,1514.15
US00000000795,FR00000023522,1513.95
US00000000795,FR00000030986,1513.85
US00000000795,DE00000006752,1513.7
US00000000795,FR00000020827,1513.65
US00000000795,US00000005967,1513.5500000000002
US00000000795,FR00000045719,1513.5
US00000000795,FR00000030246,1513.35
US00000000795,GB00000041948,1513.35
US00000000795,US00000024167,1513.25
US00000000795,DE00000008977,1513.2
US00000000795,FR00000024811,1513.15
US00000000795,NL00000023504,1513.15
US00000000795,RU00000036871,1513.1
US00000000795,NL00000009996,1513.1
US00000000795,RU00000026965,1513.0
US00000000795,GB00000039850,1512.9
US00000000795,GB00000010346,1512.85
US00000000795,RU00000038522,1512.3000000000002
US00000000795,FR00000021219,1512.15
US00000000795,US00000033209,1512.0500000000002
US00000000795,NL00000014454,1512.0
US00000000795,GB00000023519,1511.75
US00000000795,GB00000048693,1511.5
US00000000795,NL00000004233,1511.4
US00000000795,NL00000048427,1511.3000000000002
US00000000795,US00000003015,1510.85
US00000000795,DE00000012415,1510.75
US00000000795,RU00000004805,1510.75
US00000000795,FR00000042366,1510.75
US00000000795,RU00000035003,1510.7
US00000000795,RU00000012951,1510.7
US00000000795,GB00000009862,1510.6
US00000000795,NL00000034610,1510.45
US00000000795,NL00000050070,1510.3000000000002
US00000000795,GB00000040008,1510.3000000000002
US00000000795,RU00000050130,1510.2
US00000000795,GB00000016565,1509.9
US00000000795,RU00000007839,1509.8000000000002
US00000000795,FR00000019104,1509.75
US00000000795,GB00000041473,1509.65
US00000000795,NL00000015466,1509.6
US00000000795,FR00000008225,1509.3000000000002
US00000000795,US00000014067,1509.25
US00000000795,RU00000050180,1509.0500000000002
US00000000795,GB00000050189,1508.45
US00000000795,FR00000025283,1508.4
US00000000795,RU00000038144,1508.35
US00000000795,NL00000006717,1508.25
US00000000795,GB00000040087,1508.0500000000002
US00000000795,RU00000037765,1508.0500000000002
US00000000795,US00000050157,1507.85
US00000000795,US00000030941,1507.6
US00000000795,GB00000048295,1507.35
US00000000795,NL00000037006,1507.0500000000002
US00000000795,NL00000015457,1507.0
US00000000795,GB00000049777,1507.0
US00000000795,US00000031290,1506.9
US00000000795,NL00000037946,1506.8000000000002
US00000000795,NL00000031135,1506.7
US00000000795,NL00000015637,1506.4
US00000000795,FR00000048184,1506.35
US00000000795,NL00000031918,1506.25
US00000000795,US00000017083,1506.2
US00000000795,RU00000040977,1506.0
US00000000795,FR00000033360,1506.0
US00000000795,NL00000046920,1505.65
US00000000795,RU00000043558,1505.65
US00000000795,US00000012460,1505.35
US00000000795,RU00000026971,1505.3000000000002
US00000000795,FR00000004523,1505.1
US00000000795,NL00000045090,1505.0500000000002
US00000000795,FR00000024446,1505.0500000000002
US00000000795,GB00000032425,1504.95
US00000000795,FR00000013892,1504.95
US00000000795,US00000037230,1504.85
US00000000795,US00000023086,1504.45
US00000000795,GB00000072899,1504.45
US00000000795,GB00000040144,1504.2
US00000000795,FR00000021321,1504.1
US00000000795,FR00000046498,1504.0500000000002
US00000000795,FR00000022717,1504.0
US00000000795,FR00000022930,1503.8000000000002
US00000000795,GB00000042811,1503.75
US00000000795,US00000015434,1503.5
US00000000795,DE00000027265,1503.5
US00000000795,DE00000038704,1503.45
US00000000795,NL00000024691,1503.3000000000002
US00000000795,RU00000016211,1503.1
US00000000795,FR00000065594,1503.1
US00000000795,RU00000017189,1503.1
US00000000795,GB00000040466,1503.0500000000002
US00000000795,DE00000041508,1502.85
US00000000795,NL00000028971,1502.75
US00000000795,RU00000023912,1502.75
US00000000795,GB00000030577,1502.65
US00000000795,DE00000021163,1502.5
US00000000795,FR00000043348,1502.35
US00000000795,US00000013481,1502.0500000000002
US00000000795,DE00000062330,1502.0500000000002
US00000000795,FR00000031821,1502.0500000000002
US00000000795,NL00000031017,1502.0
US00000000795,GB00000041624,1501.85
US00000000795,US00000021141,1501.8000000000002
US00000000795,FR00000034127,1501.65
US00000000795,FR00000015616,1501.5500000000002
US00000000795,RU00000015345,1501.5
US00000000795,US00000050216,1501.35
US00000000795,RU00000050054,1501.35
US00000000795,FR00000083284,1501.25
US00000000795,RU00000041477,1501.0
US00000000795,FR00000019168,1500.9
US00000000795,GB00000013310,1500.9
US00000000795,DE00000033385,1500.6
US00000000795,DE00000026993,1500.5
US00000000795,DE00000043003,1500.25
US00000000795,DE00000021692,1500.2
US00000000795,FR00000014033,1500.15
US00000000795,DE00000038617,1500.0
US00000000795,NL00000040176,1499.95
US00000000795,DE00000033536,1499.5500000000002
US00000000795,RU00000011511,1499.5
US00000000795,FR00000009678,1499.45
US00000000795,NL00000029889,1499.3000000000002
US00000000795,FR00000040512,1499.3000000000002
US00000000795,GB00000010604,1499.25
US00000000795,NL00000043838,1499.2
US00000000795,GB00000027290,1499.15
US00000000795,NL00000050039,1499.0500000000002
US00000000795,GB00000036493,1499.0
US00000000795,US00000050260,1498.95
US00000000795,DE00000011093,1498.9
US00000000795,GB00000038109,1498.65
US00000000795,FR00000032926,1498.5
US00000000795,FR00000042080,1498.5
US00000000795,DE00000050119,1498.3000000000002
US00000000795,DE00000031890,1498.25
US00000000795,RU00000050287,1498.2
US00000000795,RU00000035959,1498.2
US00000000795,GB00000044764,1498.15
US00000000795,NL00000015407,1497.95
US00000000795,DE00000049963,1497.95
US00000000795,GB00000007377,1497.7
US00000000795,GB00000047846,1497.45
US00000000795,US00000026955,1497.25
US00000000795,NL00000018566,1497.15
US00000000795,US00000027267,1497.15
US00000000795,FR00000040452,1497.15
US00000000795,NL00000016113,1496.75
US00000000795,NL00000041048,1496.75
US00000000795,FR00000035898,1496.7
US00000000795,RU00000067796,1496.5
US00000000795,GB00000019145,1496.45
US00000000795,US00000035821,1496.35
US00000000795,DE00000034538,1496.3000000000002
US00000000795,DE00000044040,1496.25
US00000000795,RU00000007496,1496.2
US00000000795,US00000025546,1496.0500000000002
US00000000795,GB00000010580,1495.95
US00000000795,US00000047182,1495.8000000000002
US00000000795,RU00000027068,1495.75
US00000000795,RU00000022942,1495.65
US00000000795,US00000046561,1495.6
US00000000795,US00000006951,1495.5
US00000000795,FR00000031361,1495.45
US00000000795,DE00000017167,1495.3000000000002
US00000000795,FR00000005459,1495.3000000000002
US00000000795,GB00000018406,1495.2
US00000000795,NL00000005030,1495.15
US00000000795,GB00000016800,1495.0
US00000000795,DE00000012243,1494.95
US00000000795,GB00000011809,1494.7
US00000000795,GB00000012694,1494.35
US00000000795,RU00000012703,1494.35
US00000000795,RU00000057191,1494.3000000000002
US00000000795,DE00000041274,1494.1
US00000000795,NL00000048555,1494.0
US00000000795,GB00000049933,1493.95
US00000000795,NL00000009593,1493.9
US00000000795,US00000015526,1493.9
US00000000795,RU00000004955,1493.8000000000002
US00000000795,NL00000033072,1493.8000000000002
US00000000795,RU00000047123,1493.6
US00000000795,FR00000031869,1493.5500000000002
US00000000795,NL00000050133,1493.5
